          x                   f(x)                  Ln                  err         
   1.000000000000000    1.841470984807897    1.841470984807897    0.000000000000000
   1.100000000000000    2.101207360061435    2.101418578106130    0.000211218044694
   1.200000000000000    2.372039085967227    2.372301686098524    0.000262600131297
   1.300000000000000    2.653558185417194    2.653769791996623    0.000211606579429
   1.400000000000000    2.945449729988461    2.945559590261563    0.000109860273102
   1.500000000000000    3.247494986604056    3.247494986604056    0.000000000000000
   1.600000000000001    3.559573603041507    3.559487097984400    0.000086505057107
   1.700000000000001    3.881664810452470    3.881534252612477    0.000130557839994
   1.800000000000001    4.213847630878197    4.213721989947753    0.000125640930444
   1.900000000000001    4.556300087687418    4.556223060699278    0.000077026988140
   2.000000000000001    4.909297426825685    4.909297426825685    0.000000000000000
   2.100000000000001    5.273209366648877    5.273292261535190    0.000082894886313
   2.200000000000001    5.648496403819594    5.648641949285595    0.000145545466001
   2.300000000000001    6.035705212176724    6.035868085784283    0.000162873607558
   2.400000000000001    6.435463180551156    6.435579477988222    0.000116297437066
   2.500000000000001    6.848472144103963    6.848472144103962    0.000000000000001
   2.600000000000001    7.275501371821471    7.275329313587640    0.000172058233830
   2.700000000000002    7.717379880233836    7.717021427144978    0.000358453088858
   2.800000000000002    8.174988150155912    8.174506136731274    0.000482013424637
   2.900000000000002    8.649249329213990    8.648828305551417    0.000421023662573
